timestamp,accel_x,accel_y,accel_z
20241001210200,0.63543701171875,-0.67315673828125,0.385101318359375
20241001210201,0.63543701171875,-0.696746826171875,0.385101318359375
20241001210203,0.63543701171875,-0.696746826171875,0.341583251953125
20241001210203,0.632171630859375,-0.696746826171875,0.341583251953125
20241001210204,0.632171630859375,-0.696868896484375,0.341583251953125
20241001210206,0.632171630859375,-0.696868896484375,0.3383331298828125
20241001210206,0.614349365234375,-0.696868896484375,0.3383331298828125
20241001210207,0.614349365234375,-0.6909637451171875,0.3383331298828125
20241001210209,0.614349365234375,-0.6909637451171875,0.3214263916015625
20241001210209,0.68548583984375,-0.6909637451171875,0.3214263916015625
20241001210210,0.68548583984375,-0.66302490234375,0.3214263916015625
